lambda,mean_M,mean_M2,avg_max_cluster_size,median_max_cluster_size,avg_second_max_cluster_size,max_key,chi
0.8171999999999982,0.9788113894939424,0.9580718271956268,223.8034142857143,217.0,192.3935523809524,467.0,9.099256448319437e-08
0.8172999999999981,0.9787171737718582,0.9578874094813832,225.12611904761903,218.0,193.4437095238096,557.0,1.032454095550861e-07
0.8173999999999981,0.9790051891199748,0.958451255096703,226.44939047619047,219.0,194.53722857142856,479.0,9.477286544434804e-08
0.8174999999999981,0.9784444262727102,0.9573536044989924,227.93577142857143,221.0,195.69642380952385,450.0,1.0919485937677109e-07
0.8175999999999981,0.9783639037291209,0.9571960374605888,229.27236666666667,222.0,196.69896666666668,533.0,1.0934050431732345e-07
0.8176999999999981,0.9783246500857672,0.957119219650746,230.46479047619047,223.0,197.7415761904762,451.0,9.868530714829404e-08
0.8177999999999981,0.9786121181567512,0.9576817903380194,231.8955,224.0,198.91676666666663,476.0,1.1253477616435248e-07
0.8178999999999981,0.979198031578064,0.9588288684854116,233.2524857142857,226.0,200.1496857142857,602.0,8.343905644192517e-08
0.8179999999999981,0.9780841811736424,0.9566487841811344,234.6912380952381,227.0,201.3733619047619,680.0,1.1871901994808809e-07
0.818099999999998,0.9776436851994196,0.9557872979947122,236.2623380952381,229.0,202.6911,529.0,1.2278441041679855e-07
