selected_lambda,box_size,avg_count,group
0.875,927466.0,8e-05,1
0.875,928944.0,5.333333333333333e-05,1
0.875,800315.0,2.6666666666666667e-05,1
0.875,923530.0,2.6666666666666667e-05,1
0.875,822821.0,5.333333333333333e-05,1
0.875,805467.0,2.6666666666666667e-05,1
0.875,827860.0,8e-05,1
0.875,927337.0,8e-05,1
0.875,893066.0,2.6666666666666667e-05,1
0.875,843184.0,2.6666666666666667e-05,1
0.875,832263.0,2.6666666666666667e-05,1
0.875,859876.0,2.6666666666666667e-05,1
0.875,823664.0,2.6666666666666667e-05,1
0.875,800537.0,2.6666666666666667e-05,1
0.875,927418.0,0.00010666666666666667,1
0.875,822859.0,2.6666666666666667e-05,1
0.875,923528.0,2.6666666666666667e-05,1
0.875,805472.0,2.6666666666666667e-05,1
0.875,827918.0,2.6666666666666667e-05,1
0.875,893135.0,2.6666666666666667e-05,1
0.875,843260.0,5.333333333333333e-05,1
0.875,832067.0,5.333333333333333e-05,1
0.875,823530.0,2.6666666666666667e-05,1
0.875,800340.0,2.6666666666666667e-05,1
0.875,859506.0,2.6666666666666667e-05,1
0.875,928857.0,8e-05,1
0.875,927441.0,8e-05,1
0.875,827983.0,2.6666666666666667e-05,1
0.875,892993.0,2.6666666666666667e-05,1
0.875,843264.0,2.6666666666666667e-05,1
0.875,832202.0,2.6666666666666667e-05,1
0.875,800160.0,2.6666666666666667e-05,1
0.875,859467.0,2.6666666666666667e-05,1
0.875,822814.0,2.6666666666666667e-05,1
0.875,805015.0,2.6666666666666667e-05,1
0.875,928782.0,5.333333333333333e-05,1
0.875,923579.0,2.6666666666666667e-05,1
0.875,843449.0,2.6666666666666667e-05,1
0.875,892825.0,2.6666666666666667e-05,1
0.875,800389.0,2.6666666666666667e-05,1
0.875,859310.0,2.6666666666666667e-05,1
0.875,822631.0,2.6666666666666667e-05,1
0.875,804484.0,2.6666666666666667e-05,1
0.875,928733.0,0.00018666666666666666,1
0.875,923638.0,2.6666666666666667e-05,1
0.875,927375.0,2.6666666666666667e-05,1
0.875,828173.0,5.333333333333333e-05,1
0.875,927255.0,2.6666666666666667e-05,1
0.875,843528.0,2.6666666666666667e-05,1
0.875,892723.0,5.333333333333333e-05,1
0.875,832426.0,2.6666666666666667e-05,1
0.875,800589.0,2.6666666666666667e-05,1
0.875,823419.0,2.6666666666666667e-05,1
0.875,859015.0,2.6666666666666667e-05,1
0.875,822137.0,2.6666666666666667e-05,1
0.875,804283.0,2.6666666666666667e-05,1
0.875,923646.0,5.333333333333333e-05,1
0.875,927343.0,5.333333333333333e-05,1
0.875,828389.0,2.6666666666666667e-05,1
0.875,843681.0,2.6666666666666667e-05,1
0.875,927266.0,2.6666666666666667e-05,1
0.875,800563.0,2.6666666666666667e-05,1
0.875,892609.0,2.6666666666666667e-05,1
0.875,823622.0,2.6666666666666667e-05,1
0.875,858983.0,2.6666666666666667e-05,1
0.875,804108.0,2.6666666666666667e-05,1
0.875,822179.0,5.333333333333333e-05,1
0.875,828621.0,2.6666666666666667e-05,1
0.875,928670.0,0.00013333333333333334,1
0.875,923652.0,2.6666666666666667e-05,1
0.875,927338.0,8e-05,1
0.875,843713.0,0.00010666666666666667,1
0.875,801009.0,5.333333333333333e-05,1
0.875,833355.0,2.6666666666666667e-05,1
0.875,892444.0,2.6666666666666667e-05,1
0.875,858652.0,2.6666666666666667e-05,1
0.875,804077.0,2.6666666666666667e-05,1
0.875,822119.0,2.6666666666666667e-05,1
0.875,828699.0,2.6666666666666667e-05,1
0.875,923715.0,2.6666666666666667e-05,1
0.875,928642.0,5.333333333333333e-05,1
0.875,927350.0,5.333333333333333e-05,1
0.875,801350.0,2.6666666666666667e-05,1
0.875,833455.0,2.6666666666666667e-05,1
0.875,892501.0,2.6666666666666667e-05,1
0.875,803811.0,2.6666666666666667e-05,1
0.875,858521.0,2.6666666666666667e-05,1
0.875,822140.0,2.6666666666666667e-05,1
0.875,923741.0,2.6666666666666667e-05,1
0.875,928578.0,0.00018666666666666666,1
0.875,927340.0,5.333333333333333e-05,1
0.875,801211.0,2.6666666666666667e-05,1
0.875,843827.0,5.333333333333333e-05,1
0.875,833574.0,2.6666666666666667e-05,1
0.875,824444.0,5.333333333333333e-05,1
0.875,892521.0,2.6666666666666667e-05,1
0.875,803773.0,2.6666666666666667e-05,1
0.875,858579.0,2.6666666666666667e-05,1
0.875,829346.0,2.6666666666666667e-05,1
0.875,923764.0,2.6666666666666667e-05,1
0.875,928507.0,0.00013333333333333334,1
0.875,800950.0,2.6666666666666667e-05,1
0.875,843892.0,5.333333333333333e-05,1
0.875,833737.0,2.6666666666666667e-05,1
0.875,824568.0,2.6666666666666667e-05,1
0.875,803859.0,2.6666666666666667e-05,1
0.875,892550.0,2.6666666666666667e-05,1
0.875,927292.0,8e-05,1
0.875,822051.0,5.333333333333333e-05,1
0.875,858508.0,2.6666666666666667e-05,1
0.875,829069.0,2.6666666666666667e-05,1
0.875,923820.0,0.00010666666666666667,1
0.875,928449.0,0.00010666666666666667,1
0.875,800429.0,2.6666666666666667e-05,1
0.875,843621.0,2.6666666666666667e-05,1
0.875,833801.0,2.6666666666666667e-05,1
0.875,824603.0,2.6666666666666667e-05,1
0.875,803981.0,2.6666666666666667e-05,1
0.875,892484.0,2.6666666666666667e-05,1
0.875,822168.0,2.6666666666666667e-05,1
0.875,927286.0,8e-05,1
0.875,858426.0,2.6666666666666667e-05,1
0.875,828893.0,2.6666666666666667e-05,1
0.875,923786.0,2.6666666666666667e-05,1
0.875,928422.0,0.00018666666666666666,1
0.875,927344.0,5.333333333333333e-05,1
0.875,800004.0,2.6666666666666667e-05,1
0.875,843393.0,2.6666666666666667e-05,1
0.875,833899.0,2.6666666666666667e-05,1
0.875,803578.0,2.6666666666666667e-05,1
0.875,822231.0,2.6666666666666667e-05,1
0.875,892515.0,2.6666666666666667e-05,1
0.875,927342.0,0.00010666666666666667,1
0.875,858533.0,2.6666666666666667e-05,1
0.875,828869.0,2.6666666666666667e-05,1
0.875,923804.0,2.6666666666666667e-05,1
0.875,928333.0,8e-05,1
0.875,799920.0,8e-05,1
0.875,843365.0,2.6666666666666667e-05,1
0.875,834028.0,2.6666666666666667e-05,1
0.875,822426.0,2.6666666666666667e-05,1
0.875,892554.0,2.6666666666666667e-05,1
0.875,858641.0,2.6666666666666667e-05,1
0.875,927382.0,8e-05,1
0.875,923836.0,2.6666666666666667e-05,1
0.875,799775.0,5.333333333333333e-05,1
0.875,927358.0,5.333333333333333e-05,1
0.875,834106.0,5.333333333333333e-05,1
0.875,825103.0,2.6666666666666667e-05,1
0.875,803814.0,2.6666666666666667e-05,1
0.875,822721.0,2.6666666666666667e-05,1
0.875,892624.0,2.6666666666666667e-05,1
0.875,858712.0,2.6666666666666667e-05,1
0.875,829034.0,5.333333333333333e-05,1
0.875,928350.0,0.00010666666666666667,1
0.875,799527.0,2.6666666666666667e-05,1
0.875,843201.0,2.6666666666666667e-05,1
0.875,833979.0,2.6666666666666667e-05,1
0.875,824958.0,5.333333333333333e-05,1
0.875,803797.0,2.6666666666666667e-05,1
0.875,822849.0,5.333333333333333e-05,1
0.875,858783.0,2.6666666666666667e-05,1
0.875,892647.0,2.6666666666666667e-05,1
0.875,923805.0,2.6666666666666667e-05,1
0.875,799021.0,2.6666666666666667e-05,1
0.875,928324.0,0.00013333333333333334,1
0.875,927439.0,8e-05,1
0.875,843188.0,5.333333333333333e-05,1
0.875,833944.0,2.6666666666666667e-05,1
0.875,825193.0,5.333333333333333e-05,1
0.875,804255.0,8e-05,1
0.875,822928.0,2.6666666666666667e-05,1
0.875,858751.0,2.6666666666666667e-05,1
0.875,829732.0,5.333333333333333e-05,1
0.875,892719.0,2.6666666666666667e-05,1
0.875,798556.0,2.6666666666666667e-05,1
0.875,923824.0,5.333333333333333e-05,1
0.875,928264.0,0.00013333333333333334,1
0.875,843017.0,2.6666666666666667e-05,1
0.875,825236.0,2.6666666666666667e-05,1
0.875,804587.0,2.6666666666666667e-05,1
0.875,823212.0,2.6666666666666667e-05,1
0.875,858696.0,2.6666666666666667e-05,1
0.875,829657.0,2.6666666666666667e-05,1
0.875,892905.0,2.6666666666666667e-05,1
0.875,798123.0,2.6666666666666667e-05,1
0.875,923812.0,2.6666666666666667e-05,1
0.875,928215.0,0.00021333333333333333,1
0.875,833667.0,2.6666666666666667e-05,1
0.875,842883.0,2.6666666666666667e-05,1
0.875,825734.0,2.6666666666666667e-05,1
0.875,804653.0,2.6666666666666667e-05,1
0.875,823329.0,2.6666666666666667e-05,1
0.875,829349.0,5.333333333333333e-05,1
0.875,858485.0,2.6666666666666667e-05,1
0.875,893198.0,2.6666666666666667e-05,1
0.875,797888.0,2.6666666666666667e-05,1
0.875,923762.0,2.6666666666666667e-05,1
0.875,928140.0,8e-05,1
0.875,833600.0,2.6666666666666667e-05,1
0.875,842618.0,2.6666666666666667e-05,1
0.875,804985.0,2.6666666666666667e-05,1
0.875,825792.0,5.333333333333333e-05,1
0.875,927367.0,5.333333333333333e-05,1
0.875,823078.0,2.6666666666666667e-05,1
0.875,829196.0,8e-05,1
0.875,858442.0,2.6666666666666667e-05,1
0.875,893438.0,2.6666666666666667e-05,1
0.875,797486.0,2.6666666666666667e-05,1
0.875,927652.0,8e-05,1
0.875,833702.0,5.333333333333333e-05,1
0.875,923731.0,2.6666666666666667e-05,1
0.875,928118.0,0.00010666666666666667,1
0.875,842716.0,5.333333333333333e-05,1
0.875,805335.0,2.6666666666666667e-05,1
0.875,825897.0,2.6666666666666667e-05,1
0.875,822749.0,5.333333333333333e-05,1
0.875,858431.0,2.6666666666666667e-05,1
0.875,893612.0,2.6666666666666667e-05,1
0.875,796985.0,8e-05,1
0.875,927675.0,8e-05,1
0.875,833812.0,2.6666666666666667e-05,1
0.875,842601.0,2.6666666666666667e-05,1
0.875,805749.0,2.6666666666666667e-05,1
0.875,928130.0,8e-05,1
0.875,923673.0,2.6666666666666667e-05,1
0.875,927208.0,8e-05,1
0.875,829109.0,2.6666666666666667e-05,1
0.875,858368.0,2.6666666666666667e-05,1
0.875,796481.0,2.6666666666666667e-05,1
0.875,893770.0,2.6666666666666667e-05,1
0.875,927682.0,0.00010666666666666667,1
0.875,833926.0,2.6666666666666667e-05,1
0.875,842564.0,2.6666666666666667e-05,1
0.875,825855.0,2.6666666666666667e-05,1
0.875,923728.0,2.6666666666666667e-05,1
0.875,928168.0,0.00018666666666666666,1
0.875,822155.0,5.333333333333333e-05,1
0.875,927236.0,0.00010666666666666667,1
0.875,829224.0,2.6666666666666667e-05,1
0.875,858388.0,2.6666666666666667e-05,1
0.875,796272.0,2.6666666666666667e-05,1
0.875,893873.0,2.6666666666666667e-05,1
0.875,842177.0,2.6666666666666667e-05,1
0.875,805927.0,2.6666666666666667e-05,1
0.875,825993.0,2.6666666666666667e-05,1
0.875,928242.0,0.00016,1
0.875,923703.0,5.333333333333333e-05,1
0.875,822156.0,2.6666666666666667e-05,1
0.875,829472.0,2.6666666666666667e-05,1
0.875,858116.0,2.6666666666666667e-05,1
0.875,796286.0,2.6666666666666667e-05,1
0.875,893821.0,2.6666666666666667e-05,1
0.875,927737.0,5.333333333333333e-05,1
0.875,805416.0,2.6666666666666667e-05,1
0.875,842116.0,2.6666666666666667e-05,1
0.875,834068.0,5.333333333333333e-05,1
0.875,826246.0,2.6666666666666667e-05,1
0.875,928263.0,0.00010666666666666667,1
0.875,923677.0,5.333333333333333e-05,1
0.875,822062.0,5.333333333333333e-05,1
0.875,829604.0,2.6666666666666667e-05,1
0.875,796074.0,2.6666666666666667e-05,1
0.875,858020.0,2.6666666666666667e-05,1
0.875,893694.0,2.6666666666666667e-05,1
0.875,927739.0,0.00010666666666666667,1
0.875,804912.0,2.6666666666666667e-05,1
0.875,833750.0,5.333333333333333e-05,1
0.875,826302.0,5.333333333333333e-05,1
0.875,928302.0,0.00013333333333333334,1
0.875,923681.0,2.6666666666666667e-05,1
0.875,829820.0,2.6666666666666667e-05,1
0.875,796341.0,2.6666666666666667e-05,1
0.875,858000.0,2.6666666666666667e-05,1
0.875,893782.0,5.333333333333333e-05,1
0.875,805310.0,2.6666666666666667e-05,1
0.875,927713.0,2.6666666666666667e-05,1
0.875,841960.0,2.6666666666666667e-05,1
0.875,826651.0,8e-05,1
0.875,821673.0,5.333333333333333e-05,1
0.875,928322.0,0.00018666666666666666,1
0.875,923750.0,5.333333333333333e-05,1
0.875,829664.0,2.6666666666666667e-05,1
0.875,796236.0,2.6666666666666667e-05,1
0.875,927192.0,5.333333333333333e-05,1
0.875,857824.0,2.6666666666666667e-05,1
0.875,893677.0,2.6666666666666667e-05,1
0.875,805610.0,2.6666666666666667e-05,1
0.875,927698.0,5.333333333333333e-05,1
0.875,826654.0,2.6666666666666667e-05,1
0.875,833847.0,2.6666666666666667e-05,1
0.875,821101.0,5.333333333333333e-05,1
0.875,928327.0,0.00010666666666666667,1
0.875,829542.0,2.6666666666666667e-05,1
0.875,923789.0,2.6666666666666667e-05,1
0.875,796620.0,2.6666666666666667e-05,1
0.875,927229.0,0.00013333333333333334,1
0.875,893637.0,5.333333333333333e-05,1
0.875,805297.0,2.6666666666666667e-05,1
0.875,841660.0,2.6666666666666667e-05,1
0.875,826749.0,5.333333333333333e-05,1
0.875,927695.0,5.333333333333333e-05,1
0.875,833825.0,2.6666666666666667e-05,1
0.875,820751.0,2.6666666666666667e-05,1
0.875,829290.0,2.6666666666666667e-05,1
0.875,796408.0,2.6666666666666667e-05,1
0.875,923829.0,2.6666666666666667e-05,1
0.875,927257.0,5.333333333333333e-05,1
0.875,857651.0,2.6666666666666667e-05,1
0.875,893341.0,2.6666666666666667e-05,1
0.875,804970.0,2.6666666666666667e-05,1
0.875,841599.0,2.6666666666666667e-05,1
0.875,833921.0,2.6666666666666667e-05,1
0.875,927660.0,5.333333333333333e-05,1
0.875,820472.0,5.333333333333333e-05,1
0.875,829009.0,2.6666666666666667e-05,1
0.875,796180.0,2.6666666666666667e-05,1
0.875,928335.0,8e-05,1
0.875,923920.0,2.6666666666666667e-05,1
0.875,857496.0,5.333333333333333e-05,1
0.875,804740.0,5.333333333333333e-05,1
0.875,893234.0,2.6666666666666667e-05,1
0.875,841362.0,2.6666666666666667e-05,1
0.875,827103.0,2.6666666666666667e-05,1
0.875,833962.0,2.6666666666666667e-05,1
0.875,927613.0,0.00013333333333333334,1
0.875,820049.0,8e-05,1
0.875,795952.0,2.6666666666666667e-05,1
0.875,829134.0,2.6666666666666667e-05,1
0.875,923940.0,5.333333333333333e-05,1
0.875,857436.0,2.6666666666666667e-05,1
0.875,927239.0,5.333333333333333e-05,1
0.875,804380.0,5.333333333333333e-05,1
0.875,893116.0,2.6666666666666667e-05,1
0.875,841274.0,2.6666666666666667e-05,1
0.875,827200.0,5.333333333333333e-05,1
0.875,833697.0,2.6666666666666667e-05,1
0.875,820076.0,2.6666666666666667e-05,1
0.875,795911.0,2.6666666666666667e-05,1
0.875,829039.0,2.6666666666666667e-05,1
0.875,923956.0,2.6666666666666667e-05,1
0.875,928331.0,8e-05,1
0.875,857394.0,2.6666666666666667e-05,1
0.875,804093.0,2.6666666666666667e-05,1
0.875,841197.0,2.6666666666666667e-05,1
0.875,893012.0,2.6666666666666667e-05,1
0.875,827711.0,2.6666666666666667e-05,1
0.875,833562.0,2.6666666666666667e-05,1
0.875,820055.0,2.6666666666666667e-05,1
0.875,795971.0,2.6666666666666667e-05,1
0.875,927538.0,8e-05,1
0.875,829094.0,2.6666666666666667e-05,1
0.875,923993.0,2.6666666666666667e-05,1
0.875,928381.0,0.00013333333333333334,1
0.875,857276.0,2.6666666666666667e-05,1
0.875,803719.0,2.6666666666666667e-05,1
0.875,841013.0,2.6666666666666667e-05,1
0.875,892969.0,2.6666666666666667e-05,1
0.875,833483.0,2.6666666666666667e-05,1
0.875,796075.0,2.6666666666666667e-05,1
0.875,820144.0,2.6666666666666667e-05,1
0.875,828967.0,5.333333333333333e-05,1
0.875,927540.0,8e-05,1
0.875,923939.0,5.333333333333333e-05,1
0.875,928463.0,0.00010666666666666667,1
0.875,857256.0,2.6666666666666667e-05,1
0.875,803267.0,2.6666666666666667e-05,1
0.875,841080.0,2.6666666666666667e-05,1
0.875,827497.0,5.333333333333333e-05,1
0.875,833521.0,5.333333333333333e-05,1
0.875,892914.0,2.6666666666666667e-05,1
0.875,796409.0,5.333333333333333e-05,1
0.875,820511.0,2.6666666666666667e-05,1
0.875,828981.0,2.6666666666666667e-05,1
0.875,927568.0,2.6666666666666667e-05,1
0.875,923981.0,5.333333333333333e-05,1
0.875,857027.0,5.333333333333333e-05,1
0.875,803176.0,2.6666666666666667e-05,1
0.875,927184.0,5.333333333333333e-05,1
0.875,841271.0,2.6666666666666667e-05,1
0.875,827502.0,5.333333333333333e-05,1
0.875,833783.0,2.6666666666666667e-05,1
0.875,892859.0,2.6666666666666667e-05,1
0.875,796589.0,2.6666666666666667e-05,1
0.875,820446.0,8e-05,1
0.875,923991.0,2.6666666666666667e-05,1
0.875,856770.0,2.6666666666666667e-05,1
0.875,928527.0,5.333333333333333e-05,1
0.875,802865.0,2.6666666666666667e-05,1
0.875,927189.0,2.6666666666666667e-05,1
0.875,841441.0,2.6666666666666667e-05,1
0.875,827518.0,2.6666666666666667e-05,1
0.875,833796.0,2.6666666666666667e-05,1
0.875,796531.0,2.6666666666666667e-05,1
0.875,892904.0,2.6666666666666667e-05,1
0.875,820147.0,2.6666666666666667e-05,1
0.875,829151.0,2.6666666666666667e-05,1
0.875,856699.0,2.6666666666666667e-05,1
0.875,802705.0,2.6666666666666667e-05,1
0.875,928519.0,0.00010666666666666667,1
0.875,841523.0,5.333333333333333e-05,1
0.875,927174.0,5.333333333333333e-05,1
0.875,827704.0,2.6666666666666667e-05,1
0.875,796253.0,2.6666666666666667e-05,1
0.875,893046.0,5.333333333333333e-05,1
0.875,819938.0,5.333333333333333e-05,1
0.875,829059.0,2.6666666666666667e-05,1
0.875,856496.0,2.6666666666666667e-05,1
0.875,924018.0,2.6666666666666667e-05,1
0.875,928537.0,0.00024,1
0.875,841417.0,5.333333333333333e-05,1
0.875,827611.0,2.6666666666666667e-05,1
0.875,833526.0,2.6666666666666667e-05,1
0.875,795886.0,2.6666666666666667e-05,1
0.875,893104.0,2.6666666666666667e-05,1
0.875,819993.0,2.6666666666666667e-05,1
0.875,828859.0,2.6666666666666667e-05,1
0.875,927606.0,5.333333333333333e-05,1
0.875,802219.0,5.333333333333333e-05,1
0.875,856201.0,2.6666666666666667e-05,1
0.875,923973.0,8e-05,1
0.875,928538.0,0.00018666666666666666,1
0.875,833428.0,2.6666666666666667e-05,1
0.875,827417.0,2.6666666666666667e-05,1
0.875,795960.0,2.6666666666666667e-05,1
0.875,927232.0,5.333333333333333e-05,1
0.875,819872.0,2.6666666666666667e-05,1
0.875,893145.0,2.6666666666666667e-05,1
0.875,802362.0,2.6666666666666667e-05,1
0.875,856174.0,2.6666666666666667e-05,1
0.875,924028.0,5.333333333333333e-05,1
0.875,842173.0,2.6666666666666667e-05,1
0.875,928498.0,0.00018666666666666666,1
0.875,795834.0,2.6666666666666667e-05,1
0.875,833480.0,2.6666666666666667e-05,1
0.875,927256.0,2.6666666666666667e-05,1
0.875,893358.0,2.6666666666666667e-05,1
0.875,802129.0,2.6666666666666667e-05,1
0.875,855910.0,2.6666666666666667e-05,1
0.875,924082.0,5.333333333333333e-05,1
0.875,842191.0,2.6666666666666667e-05,1
0.875,795538.0,2.6666666666666667e-05,1
0.875,827392.0,5.333333333333333e-05,1
0.875,833533.0,5.333333333333333e-05,1
0.875,928516.0,0.00010666666666666667,1
0.875,820137.0,5.333333333333333e-05,1
0.875,828642.0,2.6666666666666667e-05,1
0.875,893236.0,2.6666666666666667e-05,1
0.875,802012.0,5.333333333333333e-05,1
0.875,927521.0,0.00010666666666666667,1
0.875,855644.0,2.6666666666666667e-05,1
0.875,924095.0,2.6666666666666667e-05,1
0.875,842351.0,2.6666666666666667e-05,1
0.875,795505.0,2.6666666666666667e-05,1
0.875,827454.0,5.333333333333333e-05,1
0.875,833377.0,2.6666666666666667e-05,1
0.875,928525.0,0.00021333333333333333,1
0.875,820065.0,2.6666666666666667e-05,1
0.875,828608.0,2.6666666666666667e-05,1
0.875,893133.0,2.6666666666666667e-05,1
0.875,801998.0,2.6666666666666667e-05,1
0.875,927496.0,5.333333333333333e-05,1
0.875,855281.0,2.6666666666666667e-05,1
0.875,842481.0,2.6666666666666667e-05,1
0.875,795497.0,2.6666666666666667e-05,1
0.875,924121.0,2.6666666666666667e-05,1
0.875,827321.0,2.6666666666666667e-05,1
0.875,928518.0,8e-05,1
0.875,820029.0,2.6666666666666667e-05,1
0.875,927336.0,2.6666666666666667e-05,1
0.875,893256.0,2.6666666666666667e-05,1
0.875,801826.0,2.6666666666666667e-05,1
0.875,795118.0,2.6666666666666667e-05,1
0.875,329.0,5.333333333333333e-05,1
0.875,924044.0,2.6666666666666667e-05,1
0.875,827018.0,2.6666666666666667e-05,1
0.875,833808.0,2.6666666666666667e-05,1
0.875,819999.0,2.6666666666666667e-05,1
0.875,928497.0,5.333333333333333e-05,1
0.875,828226.0,2.6666666666666667e-05,1
0.875,893417.0,2.6666666666666667e-05,1
0.875,802004.0,2.6666666666666667e-05,1
0.875,854698.0,2.6666666666666667e-05,1
0.875,927377.0,2.6666666666666667e-05,1
0.875,795192.0,2.6666666666666667e-05,1
0.875,333.0,2.6666666666666667e-05,1
0.875,842972.0,2.6666666666666667e-05,1
0.875,833802.0,2.6666666666666667e-05,1
0.875,826769.0,2.6666666666666667e-05,1
0.875,924100.0,8e-05,1
0.875,819710.0,5.333333333333333e-05,1
0.875,828110.0,2.6666666666666667e-05,1
0.875,928478.0,2.6666666666666667e-05,1
0.875,927368.0,5.333333333333333e-05,1
0.875,893404.0,2.6666666666666667e-05,1
0.875,802240.0,2.6666666666666667e-05,1
0.875,795307.0,2.6666666666666667e-05,1
0.875,323.0,5.333333333333333e-05,1
0.875,854635.0,2.6666666666666667e-05,1
0.875,843125.0,2.6666666666666667e-05,1
0.875,826680.0,2.6666666666666667e-05,1
0.875,924124.0,8e-05,1
0.875,819675.0,2.6666666666666667e-05,1
0.875,893468.0,2.6666666666666667e-05,1
0.875,802415.0,2.6666666666666667e-05,1
0.875,795512.0,2.6666666666666667e-05,1
0.875,854632.0,2.6666666666666667e-05,1
0.875,843006.0,2.6666666666666667e-05,1
0.875,927302.0,8e-05,1
0.875,833691.0,2.6666666666666667e-05,1
0.875,924220.0,2.6666666666666667e-05,1
0.875,819962.0,2.6666666666666667e-05,1
0.875,927416.0,0.00013333333333333334,1
0.875,893470.0,2.6666666666666667e-05,1
0.875,802735.0,2.6666666666666667e-05,1
0.875,795682.0,2.6666666666666667e-05,1
0.875,303.0,5.333333333333333e-05,1
0.875,854586.0,2.6666666666666667e-05,1
0.875,842917.0,5.333333333333333e-05,1
0.875,833867.0,2.6666666666666667e-05,1
0.875,826489.0,5.333333333333333e-05,1
0.875,927308.0,5.333333333333333e-05,1
0.875,924289.0,2.6666666666666667e-05,1
0.875,819660.0,8e-05,1
0.875,828087.0,2.6666666666666667e-05,1
0.875,927398.0,5.333333333333333e-05,1
0.875,802782.0,2.6666666666666667e-05,1
0.875,893388.0,2.6666666666666667e-05,1
0.875,796044.0,2.6666666666666667e-05,1
0.875,300.0,2.6666666666666667e-05,1
0.875,854568.0,5.333333333333333e-05,1
0.875,842860.0,2.6666666666666667e-05,1
0.875,826608.0,2.6666666666666667e-05,1
0.875,927306.0,5.333333333333333e-05,1
0.875,819659.0,5.333333333333333e-05,1
0.875,828244.0,2.6666666666666667e-05,1
0.875,928388.0,0.00018666666666666666,1
0.875,802984.0,2.6666666666666667e-05,1
0.875,893255.0,2.6666666666666667e-05,1
0.875,927399.0,2.6666666666666667e-05,1
0.875,796444.0,2.6666666666666667e-05,1
0.875,295.0,8e-05,1
0.875,842691.0,2.6666666666666667e-05,1
0.875,854695.0,2.6666666666666667e-05,1
0.875,834232.0,2.6666666666666667e-05,1
0.875,826739.0,5.333333333333333e-05,1
0.875,924410.0,2.6666666666666667e-05,1
0.875,828205.0,2.6666666666666667e-05,1
0.875,819255.0,5.333333333333333e-05,1
0.875,803667.0,2.6666666666666667e-05,1
0.875,928390.0,5.333333333333333e-05,1
0.875,893368.0,2.6666666666666667e-05,1
0.875,796542.0,2.6666666666666667e-05,1
0.875,293.0,5.333333333333333e-05,1
0.875,927390.0,5.333333333333333e-05,1
0.875,842581.0,5.333333333333333e-05,1
0.875,854697.0,2.6666666666666667e-05,1
0.875,924430.0,8e-05,1
0.875,819067.0,5.333333333333333e-05,1
0.875,828091.0,5.333333333333333e-05,1
0.875,804099.0,2.6666666666666667e-05,1
0.875,796680.0,5.333333333333333e-05,1
0.875,294.0,5.333333333333333e-05,1
0.875,928402.0,0.00016,1
0.875,893222.0,2.6666666666666667e-05,1
0.875,842544.0,5.333333333333333e-05,1
0.875,834428.0,2.6666666666666667e-05,1
0.875,854867.0,2.6666666666666667e-05,1
0.875,826403.0,5.333333333333333e-05,1
0.875,819096.0,2.6666666666666667e-05,1
0.875,828006.0,2.6666666666666667e-05,1
0.875,924415.0,5.333333333333333e-05,1
0.875,927305.0,0.00013333333333333334,1
0.875,804490.0,2.6666666666666667e-05,1
0.875,796707.0,2.6666666666666667e-05,1
0.875,928400.0,0.00010666666666666667,1
0.875,893202.0,2.6666666666666667e-05,1
0.875,927428.0,5.333333333333333e-05,1
0.875,842904.0,2.6666666666666667e-05,1
0.875,834670.0,2.6666666666666667e-05,1
0.875,854985.0,2.6666666666666667e-05,1
0.875,819294.0,2.6666666666666667e-05,1
0.875,828284.0,2.6666666666666667e-05,1
0.875,924483.0,2.6666666666666667e-05,1
0.875,804885.0,2.6666666666666667e-05,1
0.875,796769.0,2.6666666666666667e-05,1
0.875,893391.0,2.6666666666666667e-05,1
0.875,928359.0,0.00016,1
0.875,843210.0,2.6666666666666667e-05,1
0.875,834814.0,2.6666666666666667e-05,1
0.875,828024.0,2.6666666666666667e-05,1
0.875,819061.0,2.6666666666666667e-05,1
0.875,924476.0,2.6666666666666667e-05,1
0.875,927273.0,5.333333333333333e-05,1
0.875,805377.0,2.6666666666666667e-05,1
0.875,796787.0,2.6666666666666667e-05,1
0.875,928275.0,8e-05,1
0.875,843139.0,5.333333333333333e-05,1
0.875,927448.0,0.00013333333333333334,1
0.875,835044.0,5.333333333333333e-05,1
0.875,826758.0,2.6666666666666667e-05,1
0.875,855702.0,2.6666666666666667e-05,1
0.875,828106.0,5.333333333333333e-05,1
0.875,819216.0,2.6666666666666667e-05,1
0.875,924486.0,2.6666666666666667e-05,1
0.875,927279.0,8e-05,1
0.875,805691.0,2.6666666666666667e-05,1
0.875,796869.0,2.6666666666666667e-05,1
0.875,893565.0,2.6666666666666667e-05,1
0.875,928225.0,5.333333333333333e-05,1
0.875,842995.0,2.6666666666666667e-05,1
0.875,826965.0,2.6666666666666667e-05,1
0.875,927430.0,5.333333333333333e-05,1
0.875,835151.0,5.333333333333333e-05,1
0.875,855850.0,2.6666666666666667e-05,1
0.875,819167.0,2.6666666666666667e-05,1
0.875,924479.0,2.6666666666666667e-05,1
0.875,806168.0,2.6666666666666667e-05,1
0.875,927108.0,2.6666666666666667e-05,1
0.875,797271.0,2.6666666666666667e-05,1
0.875,893783.0,2.6666666666666667e-05,1
0.875,843092.0,2.6666666666666667e-05,1
0.875,835111.0,2.6666666666666667e-05,1
0.875,826783.0,5.333333333333333e-05,1
0.875,927405.0,5.333333333333333e-05,1
0.875,855913.0,5.333333333333333e-05,1
0.875,827884.0,2.6666666666666667e-05,1
0.875,819325.0,2.6666666666666667e-05,1
0.875,806582.0,2.6666666666666667e-05,1
