selected_lambda,box_size,avg_count,group
0.83,572.0,0.036,0
0.83,684.0,0.0184,0
0.83,746.0,0.0104,0
0.83,533.0,0.0488,0
0.83,415.0,0.146,0
0.83,619.0,0.0188,0
0.83,670.0,0.0136,0
0.83,929.0,0.0024,0
0.83,479.0,0.0872,0
0.83,458.0,0.0984,0
0.83,593.0,0.0272,0
0.83,536.0,0.0556,0
0.83,914.0,0.002,0
0.83,585.0,0.0352,0
0.83,498.0,0.0772,0
0.83,595.0,0.0352,0
0.83,384.0,0.1888,0
0.83,865.0,0.0048,0
0.83,476.0,0.086,0
0.83,546.0,0.0484,0
0.83,537.0,0.06,0
0.83,655.0,0.0188,0
0.83,523.0,0.0668,0
0.83,755.0,0.0088,0
0.83,499.0,0.0804,0
0.83,703.0,0.012,0
0.83,583.0,0.038,0
0.83,446.0,0.1104,0
0.83,885.0,0.0036,0
0.83,470.0,0.082,0
0.83,1075.0,0.0008,0
0.83,738.0,0.01,0
0.83,626.0,0.0204,0
0.83,749.0,0.0076,0
0.83,1055.0,0.0016,0
0.83,556.0,0.0384,0
0.83,392.0,0.1956,0
0.83,1058.0,0.0012,0
0.83,424.0,0.132,0
0.83,581.0,0.0376,0
0.83,1042.0,0.0012,0
0.83,804.0,0.0048,0
0.83,496.0,0.0832,0
0.83,1077.0,0.0012,0
0.83,860.0,0.004,0
0.83,997.0,0.0008,0
0.83,788.0,0.008,0
0.83,1012.0,0.0004,0
0.83,832.0,0.0044,0
0.83,756.0,0.0108,0
0.83,998.0,0.0008,0
0.83,857.0,0.0032,0
0.83,981.0,0.0016,0
0.83,851.0,0.006,0
0.83,578.0,0.0356,0
0.83,903.0,0.004,0
0.83,810.0,0.008,0
0.83,478.0,0.0868,0
0.83,611.0,0.0288,0
0.83,706.0,0.01,0
0.83,641.0,0.022,0
0.83,834.0,0.0044,0
0.83,685.0,0.0144,0
0.83,548.0,0.0448,0
0.83,614.0,0.0248,0
0.83,843.0,0.0036,0
0.83,423.0,0.1396,0
0.83,454.0,0.1088,0
0.83,597.0,0.0288,0
0.83,893.0,0.0052,0
0.83,734.0,0.0116,0
0.83,663.0,0.0152,0
0.83,617.0,0.0196,0
0.83,863.0,0.0024,0
0.83,615.0,0.0296,0
0.83,753.0,0.0076,0
0.83,836.0,0.0036,0
0.83,637.0,0.0192,0
0.83,780.0,0.0084,0
0.83,638.0,0.0192,0
0.83,472.0,0.0876,0
0.83,534.0,0.0476,0
0.83,840.0,0.004,0
0.83,643.0,0.0244,0
0.83,640.0,0.0184,0
0.83,1247.0,0.0012,0
0.83,634.0,0.0252,0
0.83,697.0,0.014,0
0.83,453.0,0.1144,0
0.83,795.0,0.0064,0
0.83,794.0,0.0064,0
0.83,659.0,0.0148,0
0.83,787.0,0.0068,0
0.83,667.0,0.0172,0
0.83,763.0,0.0084,0
0.83,568.0,0.0304,0
0.83,817.0,0.0048,0
0.83,721.0,0.0096,0
0.83,724.0,0.008,0
0.83,762.0,0.01,0
0.83,743.0,0.006,0
0.83,654.0,0.0248,0
0.83,750.0,0.0096,0
0.83,646.0,0.02,0
0.83,601.0,0.0316,0
0.83,720.0,0.0156,0
0.83,758.0,0.0088,0
0.83,541.0,0.0512,0
0.83,606.0,0.0252,0
0.83,955.0,0.0004,0
0.83,748.0,0.012,0
0.83,969.0,0.002,0
0.83,727.0,0.0124,0
0.83,528.0,0.0656,0
0.83,978.0,0.0016,0
0.83,704.0,0.0144,0
0.83,970.0,0.0016,0
0.83,690.0,0.0184,0
0.83,553.0,0.0452,0
0.83,941.0,0.0024,0
0.83,633.0,0.018,0
0.83,877.0,0.0048,0
0.83,872.0,0.0028,0
0.83,666.0,0.0208,0
0.83,629.0,0.018,0
0.83,580.0,0.0372,0
0.83,862.0,0.004,0
0.83,850.0,0.004,0
0.83,852.0,0.0036,0
0.83,798.0,0.008,0
0.83,598.0,0.0252,0
0.83,735.0,0.01,0
0.83,713.0,0.0112,0
0.83,691.0,0.014,0
0.83,861.0,0.0036,0
0.83,829.0,0.0044,0
0.83,876.0,0.006,0
0.83,530.0,0.0476,0
0.83,824.0,0.0036,0
0.83,803.0,0.0036,0
0.83,599.0,0.032,0
0.83,728.0,0.0084,0
0.83,566.0,0.036,0
0.83,752.0,0.008,0
0.83,587.0,0.0384,0
0.83,769.0,0.0088,0
0.83,671.0,0.014,0
0.83,797.0,0.0068,0
0.83,705.0,0.014,0
0.83,699.0,0.0152,0
0.83,550.0,0.0436,0
0.83,902.0,0.0028,0
0.83,642.0,0.0164,0
0.83,679.0,0.0148,0
0.83,907.0,0.0024,0
0.83,660.0,0.0192,0
0.83,673.0,0.0176,0
0.83,665.0,0.0144,0
0.83,674.0,0.0164,0
0.83,627.0,0.024,0
0.83,921.0,0.0036,0
0.83,716.0,0.0124,0
0.83,636.0,0.0212,0
0.83,822.0,0.0028,0
0.83,731.0,0.0088,0
0.83,807.0,0.0052,0
0.83,602.0,0.0344,0
0.83,701.0,0.0116,0
0.83,793.0,0.0068,0
0.83,607.0,0.028,0
0.83,766.0,0.006,0
0.83,709.0,0.014,0
0.83,730.0,0.0076,0
0.83,772.0,0.0072,0
0.83,871.0,0.0044,0
0.83,613.0,0.0292,0
0.83,557.0,0.0404,0
0.83,708.0,0.0148,0
0.83,672.0,0.016,0
0.83,594.0,0.0316,0
0.83,937.0,0.002,0
0.83,702.0,0.01,0
0.83,648.0,0.0156,0
0.83,975.0,0.0016,0
0.83,688.0,0.0132,0
0.83,714.0,0.012,0
0.83,976.0,0.0028,0
0.83,816.0,0.0048,0
0.83,669.0,0.0132,0
0.83,647.0,0.024,0
0.83,715.0,0.0132,0
0.83,710.0,0.0128,0
0.83,576.0,0.0436,0
0.83,623.0,0.0224,0
0.83,711.0,0.01,0
0.83,783.0,0.0052,0
0.83,1020.0,0.0004,0
0.83,577.0,0.0408,0
0.83,1073.0,0.0012,0
0.83,898.0,0.0024,0
0.83,848.0,0.0056,0
0.83,906.0,0.0048,0
0.83,635.0,0.024,0
0.83,841.0,0.0048,0
0.83,707.0,0.012,0
0.83,957.0,0.0036,0
0.83,624.0,0.0208,0
0.83,925.0,0.0036,0
0.83,1007.0,0.0016,0
0.83,844.0,0.0048,0
0.83,652.0,0.0156,0
0.83,984.0,0.0028,0
0.83,924.0,0.0016,0
0.83,971.0,0.0004,0
0.83,967.0,0.0016,0
0.83,874.0,0.004,0
0.83,890.0,0.004,0
0.83,764.0,0.0088,0
0.83,765.0,0.008,0
0.83,745.0,0.0072,0
0.83,712.0,0.0108,0
0.83,791.0,0.006,0
0.83,689.0,0.0164,0
0.83,801.0,0.0044,0
0.83,612.0,0.0252,0
0.83,737.0,0.0088,0
0.83,722.0,0.016,0
0.83,609.0,0.0272,0
0.83,664.0,0.0124,0
0.83,650.0,0.0204,0
0.83,694.0,0.0128,0
0.83,680.0,0.0112,0
0.83,649.0,0.0208,0
0.83,600.0,0.0256,0
0.83,725.0,0.0124,0
0.83,868.0,0.0048,0
0.83,812.0,0.0076,0
0.83,625.0,0.0208,0
0.83,823.0,0.0036,0
0.83,767.0,0.0052,0
0.83,776.0,0.01,0
0.83,639.0,0.0208,0
0.83,717.0,0.0156,0
0.83,687.0,0.01,0
0.83,683.0,0.0148,0
0.83,820.0,0.0012,0
0.83,809.0,0.0076,0
0.83,796.0,0.0052,0
0.83,719.0,0.0136,0
0.83,686.0,0.0128,0
0.83,838.0,0.0032,0
0.83,813.0,0.0048,0
0.83,785.0,0.0064,0
0.83,792.0,0.0044,0
0.83,900.0,0.0032,0
0.83,972.0,0.0008,0
0.83,784.0,0.0084,0
0.83,1048.0,0.0008,0
0.83,1092.0,0.0016,0
0.83,1100.0,0.0004,0
0.83,1032.0,0.0012,0
0.83,692.0,0.0136,0
0.83,1074.0,0.002,0
0.83,1129.0,0.0008,0
0.83,1146.0,0.0004,0
0.83,1216.0,0.0004,0
0.83,1229.0,0.0004,0
0.83,1276.0,0.0008,0
0.83,1034.0,0.0016,0
0.83,747.0,0.01,0
0.83,1056.0,0.002,0
0.83,1111.0,0.0012,0
0.83,1062.0,0.0012,0
0.83,870.0,0.0024,0
0.83,1082.0,0.0012,0
0.83,1101.0,0.0016,0
0.83,1214.0,0.0004,0
0.83,1189.0,0.0012,0
0.83,934.0,0.0032,0
0.83,1182.0,0.0004,0
0.83,741.0,0.0076,0
0.83,1274.0,0.0004,0
0.83,779.0,0.006,0
0.83,1432.0,0.0008,0
0.83,1441.0,0.0008,0
0.83,996.0,0.0004,0
0.83,1440.0,0.0004,0
0.83,995.0,0.0004,0
0.83,1408.0,0.0004,0
0.83,983.0,0.0012,0
0.83,770.0,0.0084,0
0.83,1381.0,0.0004,0
0.83,974.0,0.0024,0
0.83,759.0,0.0076,0
0.83,1364.0,0.0008,0
0.83,1080.0,0.0004,0
0.83,1252.0,0.0008,0
0.83,1060.0,0.0012,0
0.83,1175.0,0.0004,0
0.83,1079.0,0.0008,0
0.83,1151.0,0.0008,0
0.83,1081.0,0.0012,0
0.83,833.0,0.0028,0
0.83,1108.0,0.002,0
0.83,814.0,0.0044,0
0.83,1311.0,0.0004,0
0.83,1299.0,0.0008,0
0.83,1398.0,0.0004,0
0.83,1004.0,0.0004,0
0.83,768.0,0.006,0
0.83,1119.0,0.0004,0
0.83,1086.0,0.0012,0
0.83,1063.0,0.0004,0
0.83,888.0,0.002,0
0.83,917.0,0.002,0
0.83,895.0,0.0028,0
0.83,887.0,0.0024,0
0.83,846.0,0.0028,0
0.83,1185.0,0.0004,0
0.83,1289.0,0.0008,0
0.83,1226.0,0.0004,0
0.83,1210.0,0.0012,0
0.83,1184.0,0.0008,0
0.83,1192.0,0.0008,0
0.83,1245.0,0.0004,0
0.83,1076.0,0.002,0
0.83,1064.0,0.0008,0
0.83,858.0,0.0032,0
0.83,1066.0,0.0012,0
0.83,878.0,0.0032,0
0.83,1059.0,0.0008,0
0.83,892.0,0.004,0
0.83,1051.0,0.0008,0
0.83,828.0,0.0072,0
0.83,889.0,0.0028,0
0.83,882.0,0.0028,0
0.83,901.0,0.0024,0
0.83,869.0,0.0032,0
0.83,979.0,0.0012,0
0.83,930.0,0.0032,0
0.83,960.0,0.0008,0
0.83,815.0,0.004,0
0.83,964.0,0.0016,0
0.83,968.0,0.0008,0
0.83,805.0,0.0076,0
0.83,939.0,0.002,0
0.83,808.0,0.0056,0
0.83,948.0,0.0012,0
0.83,831.0,0.0056,0
0.83,909.0,0.002,0
0.83,1156.0,0.0004,0
0.83,896.0,0.0048,0
0.83,1162.0,0.0004,0
0.83,1227.0,0.0004,0
0.83,1232.0,0.0004,0
0.83,1037.0,0.0012,0
0.83,1029.0,0.0012,0
0.83,1053.0,0.0008,0
0.83,1027.0,0.0016,0
0.83,1028.0,0.0008,0
0.83,1449.0,0.0004,0
0.83,1089.0,0.0004,0
0.83,1434.0,0.0004,0
0.83,1138.0,0.0012,0
0.83,1039.0,0.0012,0
0.83,894.0,0.0036,0
0.83,1045.0,0.002,0
0.83,1041.0,0.0008,0
0.83,1033.0,0.0004,0
0.83,999.0,0.0008,0
0.83,799.0,0.0052,0
0.83,1005.0,0.0008,0
0.83,982.0,0.0012,0
0.83,987.0,0.0004,0
0.83,1009.0,0.0016,0
0.83,985.0,0.0008,0
0.83,992.0,0.0012,0
0.83,980.0,0.0016,0
0.83,963.0,0.002,0
0.83,1002.0,0.0008,0
0.83,1003.0,0.0012,0
0.83,936.0,0.0032,0
0.83,952.0,0.0024,0
0.83,837.0,0.0056,0
0.83,859.0,0.0028,0
0.83,1019.0,0.0008,0
0.83,867.0,0.0028,0
0.83,773.0,0.0088,0
0.83,775.0,0.0064,0
0.83,732.0,0.0068,0
0.83,1061.0,0.0004,0
0.83,1050.0,0.0008,0
0.83,1031.0,0.0012,0
0.83,1015.0,0.0016,0
0.83,830.0,0.0044,0
0.83,842.0,0.0036,0
0.83,883.0,0.0032,0
0.83,1001.0,0.002,0
0.83,949.0,0.002,0
0.83,942.0,0.0024,0
0.83,961.0,0.0016,0
0.83,1215.0,0.0004,0
0.83,988.0,0.0012,0
0.83,1300.0,0.0008,0
0.83,1036.0,0.0012,0
0.83,1268.0,0.0004,0
0.83,1258.0,0.0008,0
0.83,1095.0,0.0008,0
0.83,1251.0,0.0008,0
0.83,1244.0,0.0004,0
0.83,916.0,0.0024,0
0.83,1088.0,0.002,0
0.83,1103.0,0.0024,0
0.83,811.0,0.004,0
0.83,1030.0,0.0012,0
0.83,1023.0,0.0016,0
0.83,993.0,0.0004,0
0.83,932.0,0.0044,0
0.83,944.0,0.0016,0
0.83,897.0,0.0008,0
0.83,819.0,0.0028,0
0.83,789.0,0.006,0
0.83,873.0,0.0032,0
0.83,1026.0,0.0012,0
0.83,806.0,0.0052,0
0.83,856.0,0.0068,0
0.83,959.0,0.0024,0
0.83,1099.0,0.0008,0
0.83,854.0,0.0032,0
0.83,1110.0,0.0008,0
0.83,1140.0,0.0012,0
0.83,1114.0,0.002,0
0.83,1104.0,0.0008,0
0.83,1098.0,0.0008,0
0.83,1136.0,0.0012,0
0.83,1132.0,0.002,0
0.83,1124.0,0.0012,0
0.83,1102.0,0.0004,0
0.83,1044.0,0.0008,0
0.83,1067.0,0.0004,0
0.83,1139.0,0.0016,0
0.83,847.0,0.0028,0
0.83,953.0,0.0024,0
0.83,973.0,0.0004,0
0.83,950.0,0.0028,0
0.83,945.0,0.0008,0
0.83,947.0,0.002,0
0.83,1150.0,0.0004,0
0.83,1126.0,0.0016,0
0.83,1181.0,0.0004,0
0.83,1022.0,0.0008,0
0.83,881.0,0.0028,0
0.83,818.0,0.0012,0
0.83,825.0,0.0008,0
0.83,1172.0,0.0008,0
0.83,931.0,0.002,0
0.83,915.0,0.002,0
0.83,933.0,0.0028,0
0.83,989.0,0.0008,0
0.83,1008.0,0.0016,0
0.83,938.0,0.0012,0
0.83,849.0,0.0024,0
0.83,1054.0,0.0016,0
0.83,1025.0,0.0008,0
0.83,1342.0,0.0008,0
0.83,1021.0,0.0004,0
0.83,935.0,0.0012,0
0.83,1346.0,0.0004,0
0.83,977.0,0.0008,0
0.83,1353.0,0.0008,0
0.83,1011.0,0.0012,0
0.83,922.0,0.0028,0
0.83,1135.0,0.0012,0
0.83,1164.0,0.0004,0
0.83,1113.0,0.0004,0
0.83,1118.0,0.0012,0
0.83,1069.0,0.0012,0
0.83,966.0,0.0012,0
0.83,1271.0,0.0008,0
0.83,1115.0,0.0008,0
0.83,904.0,0.0016,0
0.83,1234.0,0.0008,0
0.83,1134.0,0.0008,0
0.83,899.0,0.002,0
0.83,875.0,0.0016,0
0.83,912.0,0.0024,0
0.83,958.0,0.0024,0
0.83,884.0,0.0012,0
0.83,990.0,0.0008,0
0.83,1287.0,0.0004,0
0.83,1366.0,0.0004,0
0.83,1436.0,0.0004,0
0.83,956.0,0.0004,0
0.83,1049.0,0.0004,0
0.83,1131.0,0.0016,0
0.83,1522.0,0.0008,0
0.83,1144.0,0.0004,0
0.83,1496.0,0.0004,0
0.83,1155.0,0.0008,0
0.83,1407.0,0.0004,0
0.83,920.0,0.002,0
0.83,1240.0,0.0004,0
0.83,1280.0,0.0004,0
0.83,1291.0,0.0004,0
0.83,1285.0,0.0004,0
0.83,1107.0,0.0008,0
0.83,1093.0,0.0008,0
0.83,864.0,0.0024,0
0.83,1260.0,0.0004,0
0.83,1249.0,0.0004,0
0.83,1228.0,0.0008,0
0.83,1223.0,0.0004,0
0.83,994.0,0.002,0
0.83,866.0,0.004,0
0.83,913.0,0.0016,0
0.83,1065.0,0.0016,0
0.83,1035.0,0.0008,0
0.83,923.0,0.0024,0
0.83,1090.0,0.0004,0
0.83,1097.0,0.0004,0
0.83,1331.0,0.0004,0
0.83,1193.0,0.0004,0
0.83,1600.0,0.0004,0
0.83,1638.0,0.0004,0
0.83,1084.0,0.0004,0
0.83,1603.0,0.0004,0
0.83,1128.0,0.0008,0
0.83,1583.0,0.0004,0
0.83,1392.0,0.0004,0
0.83,879.0,0.002,0
0.83,943.0,0.0004,0
0.83,965.0,0.0004,0
0.83,1262.0,0.0004,0
0.83,1267.0,0.0004,0
0.83,1414.0,0.0004,0
0.83,1411.0,0.0004,0
0.83,1297.0,0.0004,0
0.83,1272.0,0.0004,0
0.83,1174.0,0.0008,0
0.83,1106.0,0.0012,0
0.83,1046.0,0.0004,0
0.83,1018.0,0.0008,0
0.83,962.0,0.0008,0
0.83,1047.0,0.0012,0
0.83,1197.0,0.0008,0
0.83,1070.0,0.0008,0
0.83,927.0,0.0012,0
0.83,954.0,0.0004,0
0.83,1209.0,0.0004,0
0.83,940.0,0.0016,0
0.83,951.0,0.0012,0
0.83,1013.0,0.0008,0
0.83,1208.0,0.0008,0
0.83,1143.0,0.0008,0
0.83,1052.0,0.0012,0
0.83,928.0,0.0008,0
0.83,1361.0,0.0004,0
0.83,1194.0,0.0004,0
0.83,1211.0,0.0004,0
0.83,1220.0,0.0004,0
0.83,1158.0,0.0004,0
0.83,1127.0,0.0004,0
0.83,1094.0,0.0008,0
0.83,1390.0,0.0004,0
0.83,1333.0,0.0004,0
0.83,1336.0,0.0004,0
0.83,946.0,0.0004,0
0.83,1017.0,0.0012,0
0.83,1178.0,0.0012,0
0.83,1149.0,0.0004,0
0.83,1165.0,0.0012,0
0.83,1160.0,0.0004,0
0.83,1038.0,0.0008,0
0.83,986.0,0.0016,0
0.83,1173.0,0.0004,0
0.83,1282.0,0.0004,0
0.83,1715.0,0.0004,0
0.83,1221.0,0.0004,0
0.83,1372.0,0.0004,0
0.83,1379.0,0.0004,0
0.83,1177.0,0.0004,0
0.83,1201.0,0.0012,0
0.83,1207.0,0.0008,0
0.83,1200.0,0.0004,0
0.83,1125.0,0.0008,0
0.83,1153.0,0.0004,0
0.83,1087.0,0.0004,0
0.83,1068.0,0.0004,0
0.83,1000.0,0.0016,0
0.83,1191.0,0.0004,0
0.83,1010.0,0.0008,0
0.83,1121.0,0.0004,0
0.83,1286.0,0.0012,0
0.83,1014.0,0.0004,0
0.83,991.0,0.0004,0
0.83,1283.0,0.0004,0
0.83,1078.0,0.0012,0
0.83,1340.0,0.0004,0
0.83,1328.0,0.0004,0
0.83,1498.0,0.0004,0
0.83,926.0,0.0004,0
0.83,1288.0,0.0008,0
0.83,1152.0,0.0004,0
0.83,1236.0,0.0004,0
0.83,1265.0,0.0004,0
0.83,1109.0,0.0004,0
0.83,1040.0,0.0004,0
0.83,1203.0,0.0004,0
0.83,1137.0,0.0004,0
0.83,1239.0,0.0004,0
0.83,1188.0,0.0004,0
0.83,1275.0,0.0004,0
0.83,1295.0,0.0004,0
0.83,1658.0,0.0004,0
0.83,1460.0,0.0004,0
0.83,1490.0,0.0004,0
0.83,1524.0,0.0004,0
0.83,1264.0,0.0004,0
0.83,1542.0,0.0004,0
0.86,1.0,535199.8664,0
0.86,2.0,17535.5648,0
0.86,2464.0,0.0084,0
0.86,4205.0,0.0024,0
0.86,11.0,48.2456,0
0.86,582.0,0.0872,0
0.86,5.0,555.5612,0
0.86,457.0,0.1548,0
0.86,4.0,1575.9276,0
0.86,3.0,3399.8496,0
0.86,1301.0,0.0288,0
0.86,708.0,0.0628,0
0.86,8840.0,0.0008,0
0.86,22056.0,0.0004,0
0.86,64.0,3.1408,0
0.86,12141.0,0.0004,0
0.86,634.0,0.0772,0
0.86,92.0,1.804,0
0.86,18.0,21.2748,0
0.86,7.0,159.6656,0
0.86,91.0,1.8452,0
0.86,2474.0,0.0128,0
0.86,443.0,0.1468,0
0.86,15703.0,0.0004,0
0.86,76.0,2.4036,0
0.86,28.0,13.6576,0
0.86,73.0,2.5264,0
0.86,46.0,5.1816,0
0.86,6.0,271.2788,0
0.86,8.0,105.57,0
0.86,751.0,0.0604,0
0.86,44.0,5.5048,0
0.86,10.0,59.2748,0
0.86,291.0,0.2752,0
0.86,15.0,28.1204,0
0.86,53.0,4.1672,0
0.86,13.0,36.2768,0
0.86,1087.0,0.0348,0
0.86,9.0,78.6152,0
0.86,12.0,41.124,0
0.86,2806.0,0.0084,0
0.86,35.0,7.8764,0
0.86,25.0,13.308,0
0.86,67.0,2.9292,0
0.86,69.0,2.7416,0
0.86,24.0,14.0296,0
0.86,39.0,6.56,0
0.86,20.0,18.2344,0
0.86,17.0,22.9652,0
0.86,14.0,31.7072,0
0.86,43.0,5.7344,0
0.86,326.0,0.2616,0
0.86,16.0,25.346,0
0.86,84.0,2.0912,0
0.86,71.0,2.7196,0
0.86,34.0,8.1744,0
0.86,5745.0,0.0028,0
0.86,38.0,6.8592,0
0.86,29.0,10.24,0
0.86,1097.0,0.0332,0
0.86,23.0,15.5392,0
0.86,112.0,1.3432,0
0.86,360.0,0.2016,0
0.86,173.0,0.6716,0
0.86,438.0,0.1508,0
0.86,137.0,0.9548,0
0.86,59.0,3.5328,0
0.86,209.0,0.5284,0
0.86,133.0,0.9856,0
0.86,27.0,11.9596,0
0.86,21.0,17.1488,0
0.86,151.0,0.8516,0
0.86,119.0,1.2484,0
0.86,72.0,2.6928,0
0.86,45.0,5.314,0
0.86,2441.0,0.0104,0
0.86,111.0,1.3388,0
0.86,672.0,0.0748,0
0.86,184.0,0.6072,0
0.86,260.0,0.3532,0
0.86,179.0,0.6284,0
0.86,175.0,0.6672,0
0.86,125.0,1.1504,0
0.86,19.0,19.5912,0
0.86,56.0,3.83,0
0.86,961.0,0.0468,0
0.86,31.0,9.3412,0
0.86,120.0,1.2204,0
0.86,30.0,9.8292,0
0.86,8098.0,0.0028,0
0.86,159.0,0.7828,0
0.86,95.0,1.6984,0
0.86,75.0,2.4824,0
0.86,58.0,3.6444,0
0.86,36.0,7.7828,0
0.86,70.0,2.7432,0
0.86,68.0,2.9052,0
0.86,445.0,0.1532,0
0.86,1577.0,0.0156,0
0.86,94.0,1.7656,0
0.86,243.0,0.4056,0
0.86,32.0,8.866,0
0.86,26.0,12.352,0
0.86,144.0,0.9024,0
0.86,48.0,4.9192,0
0.86,1614.0,0.0172,0
0.86,328.0,0.2436,0
0.86,197.0,0.5612,0
0.86,3286.0,0.008,0
0.86,86.0,2.0112,0
0.86,51.0,4.3992,0
0.86,12415.0,0.0012,0
0.86,180.0,0.6208,0
0.86,1271.0,0.0296,0
0.86,54.0,4.044,0
0.86,2436.0,0.0084,0
0.86,11929.0,0.002,0
0.86,212.0,0.5136,0
0.86,166.0,0.7036,0
0.86,52.0,4.3264,0
0.86,41.0,6.2084,0
0.86,371.0,0.2072,0
0.86,162.0,0.7404,0
0.86,117.0,1.2268,0
0.86,141.0,0.9544,0
0.86,134.0,0.9964,0
0.86,40.0,6.2244,0
0.86,343.0,0.2232,0
0.86,349.0,0.2232,0
0.86,1237.0,0.0344,0
0.86,484.0,0.1248,0
0.86,62.0,3.3172,0
0.86,55.0,3.986,0
0.86,4847.0,0.0024,0
0.86,3705.0,0.0048,0
0.86,37.0,7.2396,0
0.86,163.0,0.7796,0
0.86,245.0,0.3964,0
0.86,87.0,1.9688,0
0.86,199.0,0.5428,0
0.86,4158.0,0.0052,0
0.86,3362.0,0.0044,0
0.86,318.0,0.244,0
0.86,250.0,0.3724,0
0.86,139.0,0.9804,0
0.86,234.0,0.4112,0
0.86,81.0,2.2388,0
0.86,123.0,1.162,0
0.86,129.0,1.0904,0
0.86,300.0,0.2548,0
0.86,451.0,0.1496,0
0.86,593.0,0.0928,0
0.86,226.0,0.4256,0
0.86,63.0,3.1888,0
0.86,368.0,0.212,0
0.86,2011.0,0.0136,0
0.86,154.0,0.8188,0
0.86,57.0,3.66,0
0.86,238.0,0.3972,0
0.86,33.0,8.5912,0
0.86,66.0,3.0292,0
0.86,210.0,0.5144,0
0.86,83.0,2.1556,0
0.86,677.0,0.078,0
0.86,218.0,0.4816,0
0.86,550.0,0.0964,0
0.86,50.0,4.6064,0
0.86,191.0,0.5592,0
0.86,25039.0,0.0008,0
0.86,1134.0,0.032,0
0.86,315.0,0.2492,0
0.86,110.0,1.378,0
0.86,500.0,0.118,0
0.86,17495.0,0.0004,0
0.86,100.0,1.5384,0
0.86,2224.0,0.012,0
0.86,265.0,0.3236,0
0.86,297.0,0.2704,0
0.86,2992.0,0.0072,0
0.86,2587.0,0.0096,0
0.86,1158.0,0.0392,0
0.86,169.0,0.6892,0
0.86,901.0,0.0444,0
0.86,88.0,1.9188,0
0.86,283.0,0.2972,0
0.86,1256.0,0.0248,0
0.86,157.0,0.7896,0
0.86,201.0,0.5236,0
0.86,65.0,3.0572,0
0.86,204.0,0.4968,0
0.86,1370.0,0.028,0
0.86,194.0,0.5564,0
0.86,4058.0,0.0052,0
0.86,90.0,1.8776,0
0.86,331.0,0.2376,0
0.86,47.0,5.0368,0
0.86,547.0,0.114,0
0.86,5612.0,0.0036,0
0.86,61.0,3.3516,0
0.86,135.0,0.9856,0
0.86,338.0,0.2376,0
0.86,42.0,5.9536,0
0.86,80.0,2.2456,0
0.86,9830.0,0.0012,0
0.86,124.0,1.1428,0
0.86,425.0,0.1808,0
0.86,528.0,0.0936,0
0.86,150.0,0.7924,0
0.86,22.0,16.0056,0
0.86,518.0,0.1184,0
0.86,79.0,2.3392,0
0.86,49.0,4.66,0
0.86,1294.0,0.0228,0
0.86,1316.0,0.03,0
0.86,364.0,0.2092,0
0.86,825.0,0.0452,0
0.86,118.0,1.2436,0
0.86,146.0,0.878,0
0.86,85.0,2.1124,0
0.86,77.0,2.3476,0
0.86,122.0,1.136,0
0.86,383.0,0.1932,0
0.86,415.0,0.1632,0
0.86,293.0,0.3108,0
0.86,232.0,0.438,0
0.86,3244.0,0.0052,0
0.86,277.0,0.346,0
0.86,126.0,1.1064,0
0.86,5123.0,0.0032,0
0.86,12778.0,0.0008,0
0.86,168.0,0.7048,0
0.86,985.0,0.0468,0
0.86,140.0,0.934,0
0.86,517.0,0.1112,0
0.86,96.0,1.7088,0
0.86,145.0,0.8912,0
0.86,781.0,0.0544,0
0.86,103.0,1.5172,0
0.86,116.0,1.2612,0
0.86,10713.0,0.0012,0
0.86,109.0,1.3548,0
0.86,15139.0,0.0008,0
0.86,271.0,0.3224,0
0.86,312.0,0.2712,0
0.86,2641.0,0.006,0
0.86,353.0,0.2156,0
0.86,813.0,0.056,0
0.86,1854.0,0.0184,0
0.86,108.0,1.3792,0
0.86,541.0,0.11,0
0.86,11007.0,0.0012,0
0.86,345.0,0.2272,0
0.86,214.0,0.4876,0
0.86,966.0,0.0512,0
0.86,273.0,0.3296,0
0.86,1419.0,0.0244,0
0.86,414.0,0.1588,0
0.86,336.0,0.2316,0
0.86,1764.0,0.0152,0
0.86,1330.0,0.0224,0
0.86,313.0,0.2516,0
0.86,219.0,0.4592,0
0.86,1174.0,0.0276,0
0.86,138.0,0.9564,0
0.86,60.0,3.504,0
0.86,225.0,0.444,0
0.86,427.0,0.162,0
0.86,4159.0,0.0044,0
0.86,332.0,0.2292,0
0.86,492.0,0.1132,0
0.86,404.0,0.1856,0
0.86,1512.0,0.0204,0
0.86,526.0,0.1156,0
0.86,2207.0,0.0124,0
0.86,164.0,0.724,0
0.86,1919.0,0.0144,0
0.86,78.0,2.2932,0
0.86,74.0,2.5244,0
0.86,314.0,0.2556,0
0.86,402.0,0.1692,0
0.86,556.0,0.1,0
0.86,5282.0,0.0024,0
0.86,7786.0,0.002,0
0.86,174.0,0.6604,0
0.86,1259.0,0.026,0
0.86,130.0,1.0356,0
0.86,128.0,1.094,0
0.86,269.0,0.3356,0
0.86,156.0,0.8376,0
0.86,334.0,0.2436,0
0.86,211.0,0.5108,0
0.86,308.0,0.266,0
0.86,132.0,1.0296,0
0.86,98.0,1.624,0
0.86,296.0,0.272,0
0.86,1019.0,0.0356,0
0.86,1130.0,0.0408,0
0.86,275.0,0.3388,0
0.86,227.0,0.4332,0
0.86,113.0,1.3112,0
0.86,2375.0,0.008,0
